timestamp,power_kW,machine_state,anomaly_label,anomaly_type
2026-01-06 18:00:00,27.486,production,0,normal
2026-01-06 19:00:00,23.808,idle_or_offshift,0,normal
2026-01-06 20:00:00,22.256,idle_or_offshift,0,normal
2026-01-06 21:00:00,25.065,idle_or_offshift,0,normal
2026-01-06 22:00:00,24.044,idle_or_offshift,0,normal
2026-01-06 23:00:00,23.945,idle_or_offshift,0,normal
2026-01-07 00:00:00,24.762,idle_or_offshift,0,normal
2026-01-07 01:00:00,27.108,idle_or_offshift,0,normal
2026-01-07 02:00:00,28.508,idle_or_offshift,0,normal
2026-01-07 03:00:00,28.346,idle_or_offshift,0,normal
2026-01-07 04:00:00,29.958,idle_or_offshift,0,normal
2026-01-07 05:00:00,28.099,idle_or_offshift,0,normal
2026-01-07 06:00:00,31.026,idle_or_offshift,0,normal
2026-01-07 07:00:00,27.635,idle_or_offshift,0,normal
2026-01-07 08:00:00,38.115,production,0,normal
2026-01-07 09:00:00,39.084,production,0,normal
2026-01-07 10:00:00,38.965,production,0,normal
2026-01-07 11:00:00,39.121,production,0,normal
2026-01-07 12:00:00,32.199,production,0,normal
2026-01-07 13:00:00,35.33,production,0,normal
2026-01-07 14:00:00,35.171,production,0,normal
2026-01-07 15:00:00,33.937,production,0,normal
2026-01-07 16:00:00,29.863,production,0,normal
2026-01-07 17:00:00,31.878,production,0,normal
2026-01-07 18:00:00,34.348,production,0,normal
2026-01-07 19:00:00,20.441,idle_or_offshift,0,normal
2026-01-07 20:00:00,24.393,idle_or_offshift,0,normal
2026-01-07 21:00:00,26.174,idle_or_offshift,0,normal
2026-01-07 22:00:00,23.746,idle_or_offshift,0,normal
2026-01-07 23:00:00,27.014,idle_or_offshift,0,normal
2026-01-08 00:00:00,25.072,idle_or_offshift,0,normal
2026-01-08 01:00:00,26.573,idle_or_offshift,0,normal
2026-01-08 02:00:00,27.529,idle_or_offshift,0,normal
2026-01-08 03:00:00,30.175,idle_or_offshift,0,normal
2026-01-08 04:00:00,30.3,idle_or_offshift,0,normal
2026-01-08 05:00:00,32.581,idle_or_offshift,0,normal
2026-01-08 06:00:00,29.307,idle_or_offshift,0,normal
2026-01-08 07:00:00,30.627,idle_or_offshift,0,normal
2026-01-08 08:00:00,40.194,production,0,normal
2026-01-08 09:00:00,38.838,production,0,normal
2026-01-08 10:00:00,34.616,production,0,normal
2026-01-08 11:00:00,37.233,production,0,normal
2026-01-08 12:00:00,34.139,production,0,normal
2026-01-08 13:00:00,34.658,production,0,normal
2026-01-08 14:00:00,33.541,production,0,normal
2026-01-08 15:00:00,34.366,production,0,normal
2026-01-08 16:00:00,31.746,production,0,normal
2026-01-08 17:00:00,27.799,production,0,normal
2026-01-08 18:00:00,28.534,production,0,normal
2026-01-08 19:00:00,24.452,idle_or_offshift,0,normal
2026-01-08 20:00:00,23.071,idle_or_offshift,0,normal
2026-01-08 21:00:00,26.22,idle_or_offshift,0,normal
2026-01-08 22:00:00,25.492,idle_or_offshift,0,normal
2026-01-08 23:00:00,24.616,idle_or_offshift,0,normal
2026-01-09 00:00:00,28.948,idle_or_offshift,0,normal
2026-01-09 01:00:00,26.582,idle_or_offshift,0,normal
2026-01-09 02:00:00,25.305,idle_or_offshift,0,normal
2026-01-09 03:00:00,33.543,idle_or_offshift,0,normal
2026-01-09 04:00:00,27.025,idle_or_offshift,0,normal
2026-01-09 05:00:00,32.009,idle_or_offshift,0,normal
2026-01-09 06:00:00,32.69,idle_or_offshift,0,normal
2026-01-09 07:00:00,31.128,idle_or_offshift,0,normal
2026-01-09 08:00:00,35.434,production,0,normal
2026-01-09 09:00:00,39.655,production,0,normal
2026-01-09 10:00:00,34.405,production,0,normal
2026-01-09 11:00:00,33.617,production,0,normal
2026-01-09 12:00:00,34.349,production,0,normal
2026-01-09 13:00:00,35.384,production,0,normal
2026-01-09 14:00:00,33.54,production,0,normal
2026-01-09 15:00:00,33.631,production,0,normal
2026-01-09 16:00:00,30.737,production,0,normal
2026-01-09 17:00:00,30.826,production,0,normal
2026-01-09 18:00:00,28.953,production,0,normal
2026-01-09 19:00:00,22.566,idle_or_offshift,0,normal
2026-01-09 20:00:00,24.604,idle_or_offshift,0,normal
2026-01-09 21:00:00,23.632,idle_or_offshift,0,normal
2026-01-09 22:00:00,25.856,idle_or_offshift,0,normal
2026-01-09 23:00:00,24.933,idle_or_offshift,0,normal
2026-01-10 00:00:00,18.934,idle_or_offshift,0,normal
2026-01-10 01:00:00,21.106,idle_or_offshift,0,normal
2026-01-10 02:00:00,21.649,idle_or_offshift,0,normal
2026-01-10 03:00:00,23.895,idle_or_offshift,0,normal
2026-01-10 04:00:00,23.785,idle_or_offshift,0,normal
2026-01-10 05:00:00,26.996,idle_or_offshift,0,normal
2026-01-10 06:00:00,23.605,idle_or_offshift,0,normal
2026-01-10 07:00:00,23.455,idle_or_offshift,0,normal
2026-01-10 08:00:00,29.592,idle_or_offshift,0,normal
2026-01-10 09:00:00,30.869,idle_or_offshift,0,normal
2026-01-10 10:00:00,31.229,idle_or_offshift,0,normal
2026-01-10 11:00:00,27.703,idle_or_offshift,0,normal
2026-01-10 12:00:00,27.911,idle_or_offshift,0,normal
2026-01-10 13:00:00,28.258,idle_or_offshift,0,normal
2026-01-10 14:00:00,25.772,idle_or_offshift,0,normal
2026-01-10 15:00:00,24.237,idle_or_offshift,0,normal
2026-01-10 16:00:00,26.287,idle_or_offshift,0,normal
2026-01-10 17:00:00,24.311,idle_or_offshift,0,normal
2026-01-10 18:00:00,24.714,idle_or_offshift,0,normal
2026-01-10 19:00:00,18.245,idle_or_offshift,0,normal
2026-01-10 20:00:00,18.597,idle_or_offshift,0,normal
2026-01-10 21:00:00,16.547,idle_or_offshift,0,normal
2026-01-10 22:00:00,17.054,idle_or_offshift,0,normal
2026-01-10 23:00:00,19.476,idle_or_offshift,0,normal
2026-01-11 00:00:00,19.761,idle_or_offshift,0,normal
2026-01-11 01:00:00,17.616,idle_or_offshift,0,normal
2026-01-11 02:00:00,24.296,idle_or_offshift,0,normal
2026-01-11 03:00:00,22.863,idle_or_offshift,0,normal
2026-01-11 04:00:00,24.79,idle_or_offshift,0,normal
2026-01-11 05:00:00,21.752,idle_or_offshift,0,normal
2026-01-11 06:00:00,26.319,idle_or_offshift,0,normal
2026-01-11 07:00:00,22.805,idle_or_offshift,0,normal
2026-01-11 08:00:00,31.27,idle_or_offshift,0,normal
2026-01-11 09:00:00,28.306,idle_or_offshift,0,normal
2026-01-11 10:00:00,64.699,idle_or_offshift,1,spike
2026-01-11 11:00:00,28.622,idle_or_offshift,0,normal
2026-01-11 12:00:00,27.666,idle_or_offshift,0,normal
2026-01-11 13:00:00,27.754,idle_or_offshift,0,normal
2026-01-11 14:00:00,26.109,idle_or_offshift,0,normal
2026-01-11 15:00:00,26.928,idle_or_offshift,0,normal
2026-01-11 16:00:00,23.693,idle_or_offshift,0,normal
2026-01-11 17:00:00,22.343,idle_or_offshift,0,normal
2026-01-11 18:00:00,23.966,idle_or_offshift,0,normal
2026-01-11 19:00:00,17.267,idle_or_offshift,0,normal
2026-01-11 20:00:00,18.776,idle_or_offshift,0,normal
2026-01-11 21:00:00,18.637,idle_or_offshift,0,normal
2026-01-11 22:00:00,14.822,idle_or_offshift,0,normal
2026-01-11 23:00:00,19.643,idle_or_offshift,0,normal
2026-01-12 00:00:00,29.629,idle_or_offshift,0,normal
2026-01-12 01:00:00,28.148,idle_or_offshift,0,normal
2026-01-12 02:00:00,28.071,idle_or_offshift,0,normal
2026-01-12 03:00:00,30.385,idle_or_offshift,0,normal
2026-01-12 04:00:00,29.558,idle_or_offshift,0,normal
2026-01-12 05:00:00,32.014,idle_or_offshift,0,normal
2026-01-12 06:00:00,30.977,idle_or_offshift,0,normal
2026-01-12 07:00:00,33.371,idle_or_offshift,0,normal
2026-01-12 08:00:00,39.363,production,0,normal
2026-01-12 09:00:00,36.525,production,0,normal
2026-01-12 10:00:00,38.088,production,0,normal
2026-01-12 11:00:00,37.72,production,0,normal
2026-01-12 12:00:00,33.977,production,0,normal
2026-01-12 13:00:00,33.198,production,0,normal
2026-01-12 14:00:00,28.851,production,0,normal
2026-01-12 15:00:00,33.798,production,0,normal
2026-01-12 16:00:00,30.478,production,0,normal
2026-01-12 17:00:00,27.316,production,0,normal
2026-01-12 18:00:00,27.816,production,0,normal
2026-01-12 19:00:00,22.735,idle_or_offshift,0,normal
2026-01-12 20:00:00,24.905,idle_or_offshift,0,normal
2026-01-12 21:00:00,24.011,idle_or_offshift,0,normal
2026-01-12 22:00:00,25.849,idle_or_offshift,0,normal
2026-01-12 23:00:00,23.982,idle_or_offshift,0,normal
2026-01-13 00:00:00,24.586,idle_or_offshift,0,normal
2026-01-13 01:00:00,29.63,idle_or_offshift,0,normal
2026-01-13 02:00:00,29.886,idle_or_offshift,0,normal
2026-01-13 03:00:00,29.774,idle_or_offshift,0,normal
2026-01-13 04:00:00,32.772,idle_or_offshift,0,normal
2026-01-13 05:00:00,29.152,idle_or_offshift,0,normal
2026-01-13 06:00:00,30.244,idle_or_offshift,0,normal
2026-01-13 07:00:00,32.711,idle_or_offshift,0,normal
2026-01-13 08:00:00,41.772,production,0,normal
2026-01-13 09:00:00,37.844,production,0,normal
2026-01-13 10:00:00,40.023,production,0,normal
2026-01-13 11:00:00,34.951,production,0,normal
2026-01-13 12:00:00,35.594,production,0,normal
2026-01-13 13:00:00,33.652,production,0,normal
2026-01-13 14:00:00,30.141,production,0,normal
2026-01-13 15:00:00,32.636,production,0,normal
2026-01-13 16:00:00,33.215,production,0,normal
2026-01-13 17:00:00,30.869,production,0,normal
2026-01-13 18:00:00,30.873,production,0,normal
2026-01-13 19:00:00,25.644,idle_or_offshift,0,normal
2026-01-13 20:00:00,21.286,idle_or_offshift,0,normal
2026-01-13 21:00:00,21.476,idle_or_offshift,0,normal
2026-01-13 22:00:00,23.823,idle_or_offshift,0,normal
2026-01-13 23:00:00,23.811,idle_or_offshift,0,normal
2026-01-14 00:00:00,29.423,idle_or_offshift,0,normal
2026-01-14 01:00:00,28.593,idle_or_offshift,0,normal
2026-01-14 02:00:00,27.445,idle_or_offshift,0,normal
2026-01-14 03:00:00,28.722,idle_or_offshift,0,normal
2026-01-14 04:00:00,35.614,idle_or_offshift,0,normal
2026-01-14 05:00:00,29.766,idle_or_offshift,0,normal
2026-01-14 06:00:00,29.628,idle_or_offshift,0,normal
2026-01-14 07:00:00,31.411,idle_or_offshift,0,normal
2026-01-14 08:00:00,39.613,production,0,normal
2026-01-14 09:00:00,38.227,production,0,normal
2026-01-14 10:00:00,35.364,production,0,normal
2026-01-14 11:00:00,33.949,production,0,normal
2026-01-14 12:00:00,36.073,production,0,normal
2026-01-14 13:00:00,33.867,production,0,normal
2026-01-14 14:00:00,30.045,production,0,normal
2026-01-14 15:00:00,34.279,production,0,normal
2026-01-14 16:00:00,32.931,production,0,normal
2026-01-14 17:00:00,30.703,production,0,normal
2026-01-14 18:00:00,30.532,production,0,normal
2026-01-14 19:00:00,23.553,idle_or_offshift,0,normal
2026-01-14 20:00:00,22.299,idle_or_offshift,0,normal
2026-01-14 21:00:00,21.745,idle_or_offshift,0,normal
2026-01-14 22:00:00,25.581,idle_or_offshift,0,normal
2026-01-14 23:00:00,23.374,idle_or_offshift,0,normal
2026-01-15 00:00:00,27.703,idle_or_offshift,0,normal
2026-01-15 01:00:00,25.441,idle_or_offshift,0,normal
2026-01-15 02:00:00,28.821,idle_or_offshift,0,normal
2026-01-15 03:00:00,29.584,idle_or_offshift,0,normal
2026-01-15 04:00:00,33.673,idle_or_offshift,0,normal
2026-01-15 05:00:00,28.948,idle_or_offshift,0,normal
2026-01-15 06:00:00,28.453,idle_or_offshift,0,normal
2026-01-15 07:00:00,29.701,idle_or_offshift,0,normal
2026-01-15 08:00:00,36.441,production,0,normal
2026-01-15 09:00:00,36.767,production,0,normal
2026-01-15 10:00:00,37.757,production,0,normal
2026-01-15 11:00:00,37.425,production,0,normal
2026-01-15 12:00:00,37.987,production,0,normal
2026-01-15 13:00:00,32.639,production,0,normal
2026-01-15 14:00:00,19.749,production,1,unexpected_drop
2026-01-15 15:00:00,17.74,production,1,unexpected_drop
2026-01-15 16:00:00,13.17,production,1,unexpected_drop
2026-01-15 17:00:00,9.012,production,1,unexpected_drop
2026-01-15 18:00:00,12.85,production,1,unexpected_drop
2026-01-15 19:00:00,5.267,idle_or_offshift,1,unexpected_drop
2026-01-15 20:00:00,19.397,idle_or_offshift,0,normal
2026-01-15 21:00:00,24.304,idle_or_offshift,0,normal
2026-01-15 22:00:00,24.64,idle_or_offshift,0,normal
2026-01-15 23:00:00,24.55,idle_or_offshift,0,normal
2026-01-16 00:00:00,28.128,idle_or_offshift,0,normal
2026-01-16 01:00:00,29.845,idle_or_offshift,0,normal
2026-01-16 02:00:00,28.125,idle_or_offshift,0,normal
2026-01-16 03:00:00,30.241,idle_or_offshift,0,normal
2026-01-16 04:00:00,29.285,idle_or_offshift,0,normal
2026-01-16 05:00:00,29.448,idle_or_offshift,0,normal
2026-01-16 06:00:00,31.143,idle_or_offshift,0,normal
2026-01-16 07:00:00,31.806,idle_or_offshift,0,normal
2026-01-16 08:00:00,37.45,production,0,normal
2026-01-16 09:00:00,33.844,production,0,normal
2026-01-16 10:00:00,38.054,production,0,normal
2026-01-16 11:00:00,33.161,production,0,normal
2026-01-16 12:00:00,35.22,production,0,normal
2026-01-16 13:00:00,37.167,production,0,normal
2026-01-16 14:00:00,32.97,production,0,normal
2026-01-16 15:00:00,30.03,production,0,normal
2026-01-16 16:00:00,28.906,production,0,normal
2026-01-16 17:00:00,33.243,production,0,normal
2026-01-16 18:00:00,30.969,production,0,normal
2026-01-16 19:00:00,24.108,idle_or_offshift,0,normal
2026-01-16 20:00:00,25.203,idle_or_offshift,0,normal
2026-01-16 21:00:00,24.083,idle_or_offshift,0,normal
2026-01-16 22:00:00,24.445,idle_or_offshift,0,normal
2026-01-16 23:00:00,24.259,idle_or_offshift,0,normal
2026-01-17 00:00:00,14.451,idle_or_offshift,0,normal
2026-01-17 01:00:00,18.303,idle_or_offshift,0,normal
2026-01-17 02:00:00,21.875,idle_or_offshift,0,normal
2026-01-17 03:00:00,22.513,idle_or_offshift,0,normal
2026-01-17 04:00:00,24.191,idle_or_offshift,0,normal
2026-01-17 05:00:00,23.636,idle_or_offshift,0,normal
2026-01-17 06:00:00,24.287,idle_or_offshift,0,normal
2026-01-17 07:00:00,25.282,idle_or_offshift,0,normal
2026-01-17 08:00:00,29.871,idle_or_offshift,0,normal
2026-01-17 09:00:00,30.312,idle_or_offshift,0,normal
2026-01-17 10:00:00,27.107,idle_or_offshift,0,normal
2026-01-17 11:00:00,30.786,idle_or_offshift,0,normal
2026-01-17 12:00:00,28.069,idle_or_offshift,0,normal
2026-01-17 13:00:00,27.846,idle_or_offshift,0,normal
2026-01-17 14:00:00,28.776,idle_or_offshift,0,normal
2026-01-17 15:00:00,27.115,idle_or_offshift,0,normal
2026-01-17 16:00:00,24.428,idle_or_offshift,0,normal
2026-01-17 17:00:00,25.554,idle_or_offshift,0,normal
2026-01-17 18:00:00,21.423,idle_or_offshift,0,normal
2026-01-17 19:00:00,16.917,idle_or_offshift,0,normal
2026-01-17 20:00:00,16.786,idle_or_offshift,0,normal
2026-01-17 21:00:00,14.259,idle_or_offshift,0,normal
2026-01-17 22:00:00,20.407,idle_or_offshift,0,normal
2026-01-17 23:00:00,17.697,idle_or_offshift,0,normal
2026-01-18 00:00:00,21.23,idle_or_offshift,0,normal
2026-01-18 01:00:00,20.279,idle_or_offshift,0,normal
2026-01-18 02:00:00,23.788,idle_or_offshift,0,normal
2026-01-18 03:00:00,25.19,idle_or_offshift,0,normal
2026-01-18 04:00:00,21.97,idle_or_offshift,0,normal
2026-01-18 05:00:00,21.109,idle_or_offshift,0,normal
2026-01-18 06:00:00,23.763,idle_or_offshift,0,normal
2026-01-18 07:00:00,25.392,idle_or_offshift,0,normal
2026-01-18 08:00:00,30.796,idle_or_offshift,0,normal
2026-01-18 09:00:00,29.724,idle_or_offshift,0,normal
2026-01-18 10:00:00,30.879,idle_or_offshift,0,normal
2026-01-18 11:00:00,24.065,idle_or_offshift,0,normal
2026-01-18 12:00:00,26.804,idle_or_offshift,0,normal
2026-01-18 13:00:00,24.474,idle_or_offshift,0,normal
2026-01-18 14:00:00,26.531,idle_or_offshift,0,normal
2026-01-18 15:00:00,23.846,idle_or_offshift,0,normal
2026-01-18 16:00:00,22.529,idle_or_offshift,0,normal
2026-01-18 17:00:00,23.499,idle_or_offshift,0,normal
2026-01-18 18:00:00,21.357,idle_or_offshift,0,normal
2026-01-18 19:00:00,16.113,idle_or_offshift,0,normal
2026-01-18 20:00:00,15.308,idle_or_offshift,0,normal
2026-01-18 21:00:00,16.492,idle_or_offshift,0,normal
2026-01-18 22:00:00,16.709,idle_or_offshift,0,normal
2026-01-18 23:00:00,20.607,idle_or_offshift,0,normal
2026-01-19 00:00:00,26.804,idle_or_offshift,0,normal
2026-01-19 01:00:00,28.979,idle_or_offshift,0,normal
2026-01-19 02:00:00,29.864,idle_or_offshift,0,normal
2026-01-19 03:00:00,28.377,idle_or_offshift,0,normal
2026-01-19 04:00:00,31.49,idle_or_offshift,0,normal
2026-01-19 05:00:00,31.492,idle_or_offshift,0,normal
2026-01-19 06:00:00,31.565,idle_or_offshift,0,normal
2026-01-19 07:00:00,30.146,idle_or_offshift,0,normal
2026-01-19 08:00:00,37.696,production,0,normal
2026-01-19 09:00:00,39.242,production,0,normal
2026-01-19 10:00:00,40.928,production,0,normal
2026-01-19 11:00:00,34.541,production,0,normal
2026-01-19 12:00:00,35.962,production,0,normal
2026-01-19 13:00:00,33.305,production,0,normal
2026-01-19 14:00:00,34.413,production,0,normal
2026-01-19 15:00:00,32.961,production,0,normal
2026-01-19 16:00:00,33.444,production,0,normal
2026-01-19 17:00:00,26.106,production,0,normal
2026-01-19 18:00:00,29.918,production,0,normal
2026-01-19 19:00:00,21.358,idle_or_offshift,0,normal
2026-01-19 20:00:00,23.342,idle_or_offshift,0,normal
2026-01-19 21:00:00,22.869,idle_or_offshift,0,normal
2026-01-19 22:00:00,23.846,idle_or_offshift,0,normal
2026-01-19 23:00:00,27.192,idle_or_offshift,0,normal
2026-01-20 00:00:00,30.423,idle_or_offshift,0,normal
2026-01-20 01:00:00,22.952,idle_or_offshift,0,normal
2026-01-20 02:00:00,28.441,idle_or_offshift,0,normal
2026-01-20 03:00:00,30.39,idle_or_offshift,0,normal
2026-01-20 04:00:00,30.473,idle_or_offshift,0,normal
2026-01-20 05:00:00,30.242,idle_or_offshift,0,normal
2026-01-20 06:00:00,28.564,idle_or_offshift,0,normal
2026-01-20 07:00:00,29.167,idle_or_offshift,0,normal
2026-01-20 08:00:00,39.769,production,0,normal
2026-01-20 09:00:00,39.765,production,0,normal
2026-01-20 10:00:00,37.174,production,0,normal
2026-01-20 11:00:00,34.53,production,0,normal
2026-01-20 12:00:00,35.172,production,0,normal
2026-01-20 13:00:00,33.533,production,0,normal
2026-01-20 14:00:00,33.982,production,0,normal
2026-01-20 15:00:00,32.385,production,0,normal
2026-01-20 16:00:00,30.417,production,0,normal
2026-01-20 17:00:00,31.48,production,0,normal
2026-01-20 18:00:00,28.877,production,0,normal
2026-01-20 19:00:00,24.612,idle_or_offshift,0,normal
2026-01-20 20:00:00,25.664,idle_or_offshift,0,normal
2026-01-20 21:00:00,22.05,idle_or_offshift,0,normal
2026-01-20 22:00:00,25.758,idle_or_offshift,0,normal
2026-01-20 23:00:00,24.18,idle_or_offshift,0,normal
2026-01-21 00:00:00,28.929,idle_or_offshift,0,normal
2026-01-21 01:00:00,29.663,idle_or_offshift,0,normal
2026-01-21 02:00:00,28.586,idle_or_offshift,0,normal
